idCita,servicio,fecha,hora,duracion,precio,idCliente,estado_de_la_cita
442,Corte de pelo,2024-10-22,09:00,60,50,106,Cancelada
443,Limpieza dental,2024-07-18,14:00,45,80,118,Completada
444,Corte de pelo,2024-07-04,15:00,60,50,145,Completada
445,Baño para perros,2024-11-15,09:00,30,30,109,Cancelada
446,Corte de pelo,2024-08-29,16:00,60,50,184,Completada
447,Corte de uñas,2024-08-18,10:00,15,15,206,Cancelada
448,Spa,2024-09-20,15:00,60,230,134,Cancelada
449,Limpieza dental,2024-08-06,14:00,45,80,159,Cancelada
450,Spa,2024-07-21,09:00,60,230,146,Completada
451,Spa,2024-08-11,09:00,60,230,111,Completada
452,Corte de uñas,2024-11-15,14:00,15,15,108,Cancelada
453,Limpieza dental,2024-10-08,11:00,45,80,116,Cancelada
454,Corte de pelo,2024-10-25,16:00,60,50,184,Completada
455,Limpieza dental,2024-08-13,13:00,45,80,116,Cancelada
456,Corte de pelo,2024-09-15,12:00,60,50,103,Cancelada
457,Limpieza dental,2024-09-11,09:00,45,80,208,Cancelada
458,Tratamiento de sarna,2024-10-17,11:00,45,190,215,Cancelada
459,Tratamiento de sarna,2024-07-13,15:00,45,190,131,Cancelada
460,Limpieza dental,2024-08-30,16:00,45,80,165,Cancelada
461,Corte de pelo,2024-09-01,15:00,60,50,153,Completada
462,Spa,2024-07-25,12:00,60,230,108,Cancelada
463,Baño para perros,2024-10-13,13:00,30,30,146,Cancelada
464,Baño para perros,2024-08-10,10:00,30,30,190,Cancelada
465,Baño para perros,2024-09-13,14:00,30,30,126,Completada
466,Limpieza dental,2024-10-31,16:00,45,80,201,Completada
467,Spa,2024-10-16,13:00,60,230,160,Completada
468,Limpieza dental,2024-10-05,16:00,45,80,117,Completada
469,Spa,2024-10-06,09:00,60,230,212,Completada
470,Corte de pelo,2024-08-26,11:00,60,50,193,Cancelada
471,Corte de pelo,2024-07-20,16:00,60,50,208,Completada
472,Corte de uñas,2024-07-26,13:00,15,15,115,Completada
473,Limpieza dental,2024-09-13,10:00,45,80,134,Cancelada
474,Corte de pelo,2024-07-21,13:00,60,50,145,Cancelada
475,Spa,2024-07-08,13:00,60,230,179,Completada
476,Baño para perros,2024-10-11,11:00,30,30,194,Cancelada
477,Baño para perros,2024-10-23,12:00,30,30,174,Cancelada
478,Limpieza dental,2024-07-12,10:00,45,80,206,Cancelada
479,Baño para perros,2024-10-10,16:00,30,30,134,Completada
480,Corte de uñas,2024-08-21,13:00,15,15,136,Completada
481,Spa,2024-07-17,09:00,60,230,219,Completada
482,Baño para perros,2024-07-02,14:00,30,30,189,Completada
483,Baño para perros,2024-08-11,10:00,30,30,157,Cancelada
484,Baño para perros,2024-09-29,11:00,30,30,159,Cancelada
485,Baño para perros,2024-08-03,15:00,30,30,101,Completada
486,Baño para perros,2024-09-27,16:00,30,30,119,Cancelada
487,Tratamiento de sarna,2024-10-30,09:00,45,190,149,Cancelada
488,Corte de uñas,2024-07-21,10:00,15,15,172,Completada
489,Limpieza dental,2024-09-26,10:00,45,80,139,Completada
490,Baño para perros,2024-10-07,09:00,30,30,155,Completada
491,Tratamiento de sarna,2024-07-14,14:00,45,190,142,Cancelada
492,Spa,2024-10-26,10:00,60,230,148,Cancelada
493,Tratamiento de sarna,2024-10-30,12:00,45,190,184,Completada
494,Corte de uñas,2024-11-02,15:00,15,15,164,Cancelada
495,Spa,2024-10-01,14:00,60,230,173,Cancelada
496,Baño para perros,2024-07-29,09:00,30,30,218,Completada
497,Limpieza dental,2024-07-13,10:00,45,80,182,Completada
498,Corte de uñas,2024-10-17,11:00,15,15,139,Completada
499,Baño para perros,2024-07-30,16:00,30,30,128,Cancelada
500,Tratamiento de sarna,2024-10-30,09:00,45,190,187,Cancelada
501,Corte de uñas,2024-07-17,14:00,15,15,122,Cancelada
502,Corte de uñas,2024-07-15,12:00,15,15,108,Cancelada
503,Limpieza dental,2024-07-30,09:00,45,80,168,Cancelada
504,Corte de uñas,2024-10-01,11:00,15,15,130,Completada
505,Spa,2024-09-22,10:00,60,230,128,Cancelada
506,Limpieza dental,2024-09-30,11:00,45,80,154,Cancelada
507,Baño para perros,2024-10-24,10:00,30,30,101,Completada
508,Tratamiento de sarna,2024-08-14,11:00,45,190,129,Cancelada
509,Limpieza dental,2024-07-23,10:00,45,80,179,Completada
510,Spa,2024-09-25,11:00,60,230,204,Cancelada
511,Limpieza dental,2024-11-15,15:00,45,80,127,Cancelada
512,Spa,2024-07-21,11:00,60,230,116,Cancelada
513,Tratamiento de sarna,2024-08-13,16:00,45,190,205,Completada
514,Baño para perros,2024-10-08,16:00,30,30,108,Cancelada
515,Baño para perros,2024-07-18,13:00,30,30,121,Cancelada
516,Tratamiento de sarna,2024-07-09,15:00,45,190,138,Completada
517,Corte de uñas,2024-09-25,14:00,15,15,169,Cancelada
518,Spa,2024-08-15,15:00,60,230,118,Completada
519,Spa,2024-08-10,09:00,60,230,103,Completada
520,Corte de uñas,2024-09-30,13:00,15,15,124,Completada
521,Spa,2024-11-07,12:00,60,230,182,Cancelada
522,Baño para perros,2024-07-06,14:00,30,30,165,Completada
523,Corte de pelo,2024-10-31,14:00,60,50,200,Cancelada
524,Baño para perros,2024-10-04,09:00,30,30,120,Cancelada
525,Tratamiento de sarna,2024-09-14,09:00,45,190,210,Cancelada
526,Corte de uñas,2024-09-04,14:00,15,15,108,Completada
527,Corte de pelo,2024-08-20,10:00,60,50,145,Cancelada
528,Corte de pelo,2024-07-10,13:00,60,50,153,Completada
529,Corte de uñas,2024-09-19,10:00,15,15,123,Cancelada
530,Corte de uñas,2024-09-06,09:00,15,15,199,Cancelada
531,Baño para perros,2024-07-22,10:00,30,30,214,Completada
532,Baño para perros,2024-10-14,13:00,30,30,156,Completada
533,Limpieza dental,2024-08-28,10:00,45,80,213,Cancelada
534,Limpieza dental,2024-07-13,13:00,45,80,163,Cancelada
535,Spa,2024-10-06,11:00,60,230,182,Completada
536,Corte de pelo,2024-08-29,10:00,60,50,189,Cancelada
537,Baño para perros,2024-07-04,15:00,30,30,104,Cancelada
538,Tratamiento de sarna,2024-11-13,09:00,45,190,117,Completada
539,Corte de uñas,2024-09-21,14:00,15,15,102,Cancelada
540,Tratamiento de sarna,2024-07-05,12:00,45,190,120,Completada
541,Baño para perros,2024-10-14,13:00,30,30,193,Cancelada
542,Tratamiento de sarna,2024-07-12,15:00,45,190,129,Completada
543,Limpieza dental,2024-07-06,13:00,45,80,181,Completada
544,Spa,2024-08-11,13:00,60,230,181,Completada
545,Baño para perros,2024-08-31,16:00,30,30,169,Cancelada
546,Corte de uñas,2024-08-19,14:00,15,15,180,Completada
547,Corte de pelo,2024-09-16,09:00,60,50,190,Completada
548,Tratamiento de sarna,2024-08-05,12:00,45,190,172,Cancelada
549,Tratamiento de sarna,2024-10-14,13:00,45,190,208,Cancelada
550,Spa,2024-09-26,10:00,60,230,217,Cancelada
551,Tratamiento de sarna,2024-09-25,11:00,45,190,168,Completada
552,Corte de pelo,2024-09-02,13:00,60,50,196,Completada
553,Limpieza dental,2024-08-22,11:00,45,80,154,Completada
554,Baño para perros,2024-08-15,11:00,30,30,151,Cancelada
555,Corte de uñas,2024-11-12,13:00,15,15,211,Completada
556,Baño para perros,2024-07-19,16:00,30,30,212,Cancelada
557,Spa,2024-07-12,14:00,60,230,114,Cancelada
558,Spa,2024-09-09,14:00,60,230,151,Completada
559,Spa,2024-10-29,09:00,60,230,205,Completada
560,Spa,2024-11-06,11:00,60,230,174,Completada
561,Corte de uñas,2024-08-28,09:00,15,15,220,Completada
562,Spa,2024-08-07,15:00,60,230,174,Completada
563,Baño para perros,2024-10-30,12:00,30,30,125,Cancelada
564,Corte de uñas,2024-11-13,10:00,15,15,138,Completada
565,Tratamiento de sarna,2024-10-23,12:00,45,190,211,Completada
566,Tratamiento de sarna,2024-09-03,15:00,45,190,155,Cancelada
567,Corte de pelo,2024-08-07,16:00,60,50,167,Completada
568,Corte de pelo,2024-09-10,12:00,60,50,180,Cancelada
569,Corte de pelo,2024-09-28,10:00,60,50,173,Cancelada
570,Limpieza dental,2024-07-15,16:00,45,80,142,Cancelada
571,Corte de uñas,2024-07-18,10:00,15,15,204,Cancelada
572,Limpieza dental,2024-07-10,16:00,45,80,174,Cancelada
573,Tratamiento de sarna,2024-09-02,15:00,45,190,111,Completada
574,Tratamiento de sarna,2024-07-30,11:00,45,190,192,Completada
575,Limpieza dental,2024-07-20,13:00,45,80,205,Cancelada
576,Limpieza dental,2024-07-27,12:00,45,80,163,Cancelada
577,Limpieza dental,2024-08-29,09:00,45,80,160,Cancelada
578,Baño para perros,2024-07-15,13:00,30,30,163,Completada
579,Tratamiento de sarna,2024-10-06,11:00,45,190,153,Completada
580,Spa,2024-07-02,12:00,60,230,136,Completada
581,Corte de pelo,2024-09-24,10:00,60,50,133,Cancelada
582,Corte de uñas,2024-10-12,13:00,15,15,180,Completada
583,Tratamiento de sarna,2024-08-14,16:00,45,190,163,Cancelada
584,Limpieza dental,2024-08-23,16:00,45,80,176,Completada
585,Spa,2024-08-15,14:00,60,230,110,Completada
586,Corte de pelo,2024-09-08,09:00,60,50,169,Cancelada
587,Limpieza dental,2024-10-08,09:00,45,80,182,Completada
588,Spa,2024-07-26,15:00,60,230,174,Cancelada
589,Corte de pelo,2024-08-23,16:00,60,50,117,Cancelada
590,Corte de uñas,2024-07-21,13:00,15,15,160,Cancelada
591,Spa,2024-07-13,12:00,60,230,120,Cancelada
592,Spa,2024-10-20,12:00,60,230,166,Cancelada
593,Corte de pelo,2024-10-28,11:00,60,50,104,Completada
594,Spa,2024-08-02,14:00,60,230,115,Completada
595,Tratamiento de sarna,2024-10-10,11:00,45,190,183,Cancelada
596,Spa,2024-08-08,15:00,60,230,174,Completada
597,Corte de uñas,2024-10-24,13:00,15,15,194,Completada
598,Baño para perros,2024-07-15,14:00,30,30,145,Cancelada
599,Spa,2024-09-05,10:00,60,230,152,Completada
600,Tratamiento de sarna,2024-08-17,11:00,45,190,175,Cancelada
601,Spa,2024-09-12,16:00,60,230,108,Completada
602,Corte de uñas,2024-08-30,09:00,15,15,104,Completada
603,Tratamiento de sarna,2024-08-28,09:00,45,190,174,Completada
604,Corte de uñas,2024-11-01,09:00,15,15,113,Completada
605,Baño para perros,2024-07-24,11:00,30,30,114,Completada
606,Limpieza dental,2024-10-14,16:00,45,80,211,Completada
607,Limpieza dental,2024-10-30,15:00,45,80,144,Cancelada
608,Spa,2024-08-14,12:00,60,230,133,Cancelada
609,Corte de pelo,2024-08-14,09:00,60,50,148,Cancelada
610,Baño para perros,2024-08-25,10:00,30,30,140,Cancelada
611,Limpieza dental,2024-10-06,14:00,45,80,139,Completada
612,Corte de pelo,2024-10-16,15:00,60,50,148,Completada
613,Baño para perros,2024-07-19,16:00,30,30,200,Completada
614,Baño para perros,2024-10-29,16:00,30,30,171,Cancelada
615,Limpieza dental,2024-08-07,15:00,45,80,164,Cancelada
616,Limpieza dental,2024-08-19,11:00,45,80,146,Cancelada
617,Limpieza dental,2024-09-28,16:00,45,80,185,Cancelada
618,Limpieza dental,2024-09-12,12:00,45,80,103,Completada
619,Tratamiento de sarna,2024-07-13,10:00,45,190,134,Completada
620,Limpieza dental,2024-07-17,13:00,45,80,110,Completada
621,Spa,2024-11-16,16:00,60,230,110,Cancelada
622,Tratamiento de sarna,2024-07-23,14:00,45,190,153,Completada
623,Corte de pelo,2024-08-31,09:00,60,50,117,Completada
624,Corte de pelo,2024-11-16,12:00,60,50,116,Completada
625,Limpieza dental,2024-07-06,16:00,45,80,220,Cancelada
626,Baño para perros,2024-09-17,09:00,30,30,210,Completada
627,Corte de uñas,2024-09-06,16:00,15,15,193,Completada
628,Corte de pelo,2024-07-31,11:00,60,50,185,Cancelada
629,Spa,2024-07-30,12:00,60,230,115,Cancelada
630,Spa,2024-08-14,14:00,60,230,133,Completada
631,Corte de pelo,2024-11-07,13:00,60,50,115,Cancelada
632,Baño para perros,2024-10-25,11:00,30,30,128,Cancelada
633,Spa,2024-07-24,14:00,60,230,115,Completada
634,Spa,2024-09-19,16:00,60,230,122,Completada
635,Corte de uñas,2024-07-24,13:00,15,15,123,Cancelada
636,Limpieza dental,2024-09-02,14:00,45,80,161,Completada
637,Spa,2024-10-14,13:00,60,230,131,Completada
638,Corte de uñas,2024-07-06,09:00,15,15,140,Completada
639,Tratamiento de sarna,2024-10-12,15:00,45,190,101,Cancelada
640,Spa,2024-10-20,16:00,60,230,188,Completada
641,Limpieza dental,2024-10-06,15:00,45,80,116,Cancelada
642,Corte de pelo,2024-08-05,16:00,60,50,102,Completada
643,Corte de uñas,2024-09-22,14:00,15,15,190,Completada
644,Tratamiento de sarna,2024-09-09,14:00,45,190,167,Completada
645,Baño para perros,2024-08-14,13:00,30,30,191,Cancelada
646,Tratamiento de sarna,2024-10-11,09:00,45,190,106,Completada
647,Baño para perros,2024-07-21,09:00,30,30,131,Completada
648,Corte de uñas,2024-08-08,16:00,15,15,194,Completada
649,Corte de pelo,2024-11-12,16:00,60,50,111,Cancelada
650,Corte de uñas,2024-10-31,11:00,15,15,156,Cancelada
651,Baño para perros,2024-08-03,12:00,30,30,147,Cancelada
652,Baño para perros,2024-10-24,16:00,30,30,193,Completada
653,Limpieza dental,2024-08-27,09:00,45,80,188,Completada
654,Tratamiento de sarna,2024-10-19,12:00,45,190,172,Cancelada
655,Corte de pelo,2024-11-12,12:00,60,50,103,Cancelada
656,Tratamiento de sarna,2024-09-07,11:00,45,190,209,Cancelada
657,Spa,2024-07-17,13:00,60,230,182,Cancelada
658,Limpieza dental,2024-09-13,12:00,45,80,120,Completada
659,Corte de uñas,2024-08-07,14:00,15,15,183,Cancelada
660,Corte de uñas,2024-07-26,09:00,15,15,153,Completada
661,Tratamiento de sarna,2024-10-26,12:00,45,190,199,Cancelada
662,Corte de pelo,2024-08-05,11:00,60,50,101,Completada
663,Spa,2024-07-09,15:00,60,230,113,Cancelada
664,Spa,2024-10-02,14:00,60,230,217,Completada
665,Tratamiento de sarna,2024-10-22,10:00,45,190,116,Cancelada
666,Corte de pelo,2024-07-20,14:00,60,50,154,Completada
667,Tratamiento de sarna,2024-08-27,12:00,45,190,189,Completada
668,Spa,2024-08-28,09:00,60,230,193,Cancelada
669,Limpieza dental,2024-11-14,11:00,45,80,210,Cancelada
670,Limpieza dental,2024-09-02,12:00,45,80,219,Completada
671,Baño para perros,2024-08-12,16:00,30,30,123,Completada
672,Spa,2024-09-06,09:00,60,230,143,Completada
673,Limpieza dental,2024-07-07,12:00,45,80,166,Completada
674,Corte de pelo,2024-09-16,13:00,60,50,120,Completada
675,Baño para perros,2024-08-19,12:00,30,30,151,Cancelada
676,Spa,2024-10-21,12:00,60,230,139,Cancelada
677,Corte de uñas,2024-07-30,16:00,15,15,214,Completada
678,Limpieza dental,2024-08-31,11:00,45,80,195,Completada
679,Limpieza dental,2024-10-15,11:00,45,80,187,Completada
680,Corte de pelo,2024-11-03,14:00,60,50,169,Completada
681,Corte de pelo,2024-07-23,15:00,60,50,126,Cancelada
682,Limpieza dental,2024-07-19,11:00,45,80,102,Cancelada
683,Baño para perros,2024-08-31,15:00,30,30,199,Cancelada
684,Spa,2024-10-29,10:00,60,230,203,Completada
685,Corte de uñas,2024-09-25,10:00,15,15,168,Cancelada
686,Spa,2024-08-02,13:00,60,230,187,Cancelada
687,Spa,2024-11-10,09:00,60,230,115,Completada
688,Corte de uñas,2024-07-03,12:00,15,15,158,Completada
689,Corte de uñas,2024-08-17,12:00,15,15,201,Completada
690,Corte de uñas,2024-08-20,11:00,15,15,138,Cancelada
691,Limpieza dental,2024-07-25,13:00,45,80,162,Cancelada
692,Corte de pelo,2024-08-21,09:00,60,50,169,Cancelada
693,Spa,2024-07-08,15:00,60,230,208,Completada
694,Baño para perros,2024-08-31,13:00,30,30,105,Cancelada
695,Corte de uñas,2024-08-08,10:00,15,15,151,Completada
696,Spa,2024-07-30,11:00,60,230,189,Cancelada
697,Corte de uñas,2024-09-05,14:00,15,15,214,Cancelada
698,Corte de uñas,2024-08-13,16:00,15,15,152,Completada
699,Limpieza dental,2024-08-19,12:00,45,80,160,Cancelada
700,Corte de pelo,2024-08-18,09:00,60,50,128,Completada
701,Corte de uñas,2024-07-19,12:00,15,15,123,Cancelada
702,Corte de uñas,2024-07-23,09:00,15,15,122,Cancelada
703,Spa,2024-10-23,10:00,60,230,127,Completada
704,Spa,2024-09-15,14:00,60,230,213,Completada
705,Baño para perros,2024-11-09,09:00,30,30,176,Completada
706,Limpieza dental,2024-09-03,13:00,45,80,157,Cancelada
707,Spa,2024-08-11,12:00,60,230,122,Cancelada
708,Corte de pelo,2024-11-13,14:00,60,50,215,Completada
709,Corte de pelo,2024-07-09,10:00,60,50,161,Completada
710,Tratamiento de sarna,2024-09-25,16:00,45,190,125,Cancelada
711,Limpieza dental,2024-07-25,15:00,45,80,112,Completada
712,Tratamiento de sarna,2024-07-24,14:00,45,190,179,Cancelada
713,Limpieza dental,2024-08-15,10:00,45,80,112,Cancelada
714,Baño para perros,2024-09-14,12:00,30,30,128,Completada
715,Spa,2024-09-01,15:00,60,230,114,Cancelada
716,Tratamiento de sarna,2024-09-06,09:00,45,190,154,Completada
717,Limpieza dental,2024-07-06,11:00,45,80,177,Cancelada
718,Baño para perros,2024-10-31,11:00,30,30,116,Completada
719,Corte de pelo,2024-08-05,16:00,60,50,150,Cancelada
720,Corte de pelo,2024-08-31,16:00,60,50,127,Completada
721,Limpieza dental,2024-07-19,14:00,45,80,114,Cancelada
722,Spa,2024-10-13,12:00,60,230,162,Cancelada
723,Baño para perros,2024-08-22,12:00,30,30,200,Cancelada
724,Tratamiento de sarna,2024-10-03,10:00,45,190,215,Completada
725,Tratamiento de sarna,2024-08-01,15:00,45,190,168,Completada
726,Limpieza dental,2024-09-26,09:00,45,80,186,Cancelada
727,Limpieza dental,2024-07-23,12:00,45,80,149,Cancelada
728,Baño para perros,2024-10-10,16:00,30,30,111,Cancelada
729,Baño para perros,2024-11-15,13:00,30,30,116,Cancelada
730,Corte de pelo,2024-07-09,10:00,60,50,180,Completada
731,Baño para perros,2024-07-01,11:00,30,30,129,Completada
732,Corte de pelo,2024-11-15,15:00,60,50,150,Cancelada
733,Baño para perros,2024-07-12,15:00,30,30,105,Completada
734,Corte de uñas,2024-10-12,10:00,15,15,123,Cancelada
735,Tratamiento de sarna,2024-08-22,11:00,45,190,160,Completada
736,Baño para perros,2024-11-07,14:00,30,30,212,Cancelada
737,Limpieza dental,2024-10-05,12:00,45,80,156,Cancelada
738,Tratamiento de sarna,2024-10-19,12:00,45,190,187,Completada
739,Corte de pelo,2024-08-03,09:00,60,50,139,Cancelada
740,Corte de pelo,2024-08-05,11:00,60,50,192,Cancelada
741,Corte de pelo,2024-07-09,11:00,60,50,177,Completada
742,Limpieza dental,2024-09-10,09:00,45,80,139,Cancelada
743,Tratamiento de sarna,2024-08-12,09:00,45,190,184,Completada
744,Limpieza dental,2024-09-12,13:00,45,80,175,Completada
745,Tratamiento de sarna,2024-07-16,11:00,45,190,115,Completada
746,Corte de uñas,2024-08-09,13:00,15,15,129,Cancelada
747,Corte de uñas,2024-10-06,09:00,15,15,206,Cancelada
748,Spa,2024-08-01,11:00,60,230,107,Completada
749,Corte de uñas,2024-09-29,10:00,15,15,198,Completada
750,Corte de pelo,2024-08-02,13:00,60,50,131,Completada
751,Tratamiento de sarna,2024-11-09,09:00,45,190,182,Completada
752,Corte de uñas,2024-08-14,11:00,15,15,184,Completada
753,Baño para perros,2024-10-07,13:00,30,30,182,Cancelada
754,Baño para perros,2024-10-23,15:00,30,30,184,Completada
755,Corte de uñas,2024-08-01,12:00,15,15,113,Cancelada
756,Corte de uñas,2024-08-31,15:00,15,15,212,Cancelada
757,Corte de uñas,2024-07-12,09:00,15,15,203,Completada
758,Corte de uñas,2024-08-19,15:00,15,15,192,Cancelada
759,Spa,2024-11-15,09:00,60,230,176,Cancelada
760,Baño para perros,2024-07-21,12:00,30,30,128,Cancelada
761,Limpieza dental,2024-09-04,10:00,45,80,109,Completada
762,Spa,2024-09-02,10:00,60,230,169,Completada
763,Corte de uñas,2024-10-05,10:00,15,15,206,Cancelada
764,Spa,2024-08-22,12:00,60,230,145,Cancelada
765,Spa,2024-09-26,11:00,60,230,213,Cancelada
766,Corte de uñas,2024-09-16,16:00,15,15,199,Cancelada
767,Spa,2024-08-19,13:00,60,230,154,Cancelada
768,Spa,2024-09-09,11:00,60,230,199,Completada
769,Baño para perros,2024-09-30,13:00,30,30,126,Completada
770,Tratamiento de sarna,2024-11-06,13:00,45,190,172,Cancelada
771,Corte de pelo,2024-09-01,15:00,60,50,194,Cancelada
772,Corte de uñas,2024-09-17,14:00,15,15,201,Completada
773,Corte de pelo,2024-08-21,13:00,60,50,115,Completada
774,Limpieza dental,2024-08-18,14:00,45,80,141,Completada
775,Limpieza dental,2024-11-07,09:00,45,80,172,Completada
776,Corte de pelo,2024-10-30,16:00,60,50,150,Completada
777,Spa,2024-07-16,15:00,60,230,199,Cancelada
778,Limpieza dental,2024-08-29,15:00,45,80,127,Completada
779,Limpieza dental,2024-09-02,09:00,45,80,220,Cancelada
780,Baño para perros,2024-08-04,14:00,30,30,161,Cancelada
781,Limpieza dental,2024-08-27,16:00,45,80,106,Completada
782,Corte de pelo,2024-11-10,16:00,60,50,206,Completada
783,Corte de pelo,2024-08-18,12:00,60,50,152,Cancelada
784,Corte de pelo,2024-10-27,12:00,60,50,122,Cancelada
785,Corte de uñas,2024-11-02,12:00,15,15,204,Cancelada
786,Corte de pelo,2024-11-13,14:00,60,50,179,Completada
787,Corte de pelo,2024-07-04,10:00,60,50,136,Cancelada
788,Limpieza dental,2024-10-02,10:00,45,80,118,Completada
789,Corte de pelo,2024-10-24,14:00,60,50,133,Cancelada
790,Corte de pelo,2024-09-18,11:00,60,50,156,Cancelada
791,Baño para perros,2024-11-05,11:00,30,30,114,Completada
792,Limpieza dental,2024-11-13,15:00,45,80,187,Cancelada
793,Corte de pelo,2024-11-10,12:00,60,50,166,Completada
794,Tratamiento de sarna,2024-11-15,14:00,45,190,105,Completada
795,Tratamiento de sarna,2024-09-20,11:00,45,190,128,Completada
796,Baño para perros,2024-09-21,16:00,30,30,204,Cancelada
797,Tratamiento de sarna,2024-07-21,13:00,45,190,137,Completada
798,Spa,2024-07-14,16:00,60,230,171,Completada
799,Corte de pelo,2024-07-03,12:00,60,50,186,Cancelada
800,Tratamiento de sarna,2024-10-29,10:00,45,190,203,Cancelada
801,Tratamiento de sarna,2024-09-16,11:00,45,190,135,Cancelada
802,Spa,2024-07-27,11:00,60,230,138,Cancelada
803,Tratamiento de sarna,2024-09-13,15:00,45,190,175,Completada
804,Limpieza dental,2024-10-27,13:00,45,80,127,Cancelada
805,Spa,2024-08-09,14:00,60,230,165,Completada
806,Baño para perros,2024-08-09,14:00,30,30,217,Completada
807,Limpieza dental,2024-09-14,10:00,45,80,116,Completada
808,Tratamiento de sarna,2024-11-11,11:00,45,190,170,Cancelada
809,Baño para perros,2024-10-29,14:00,30,30,124,Cancelada
810,Baño para perros,2024-10-09,16:00,30,30,150,Completada
811,Spa,2024-08-15,11:00,60,230,143,Completada
812,Baño para perros,2024-08-05,09:00,30,30,197,Completada
813,Baño para perros,2024-10-03,09:00,30,30,113,Completada
814,Spa,2024-08-19,09:00,60,230,206,Completada
815,Corte de uñas,2024-10-16,10:00,15,15,102,Cancelada
816,Tratamiento de sarna,2024-07-23,15:00,45,190,205,Completada
817,Corte de pelo,2024-07-13,09:00,60,50,118,Completada
818,Tratamiento de sarna,2024-10-01,13:00,45,190,107,Cancelada
819,Spa,2024-11-10,09:00,60,230,103,Completada
820,Baño para perros,2024-08-01,09:00,30,30,186,Cancelada
821,Corte de uñas,2024-11-08,11:00,15,15,172,Completada
822,Limpieza dental,2024-08-16,10:00,45,80,206,Completada
823,Spa,2024-11-09,14:00,60,230,107,Completada
824,Limpieza dental,2024-10-30,10:00,45,80,141,Completada
825,Baño para perros,2024-08-13,09:00,30,30,191,Completada
826,Limpieza dental,2024-07-11,15:00,45,80,130,Cancelada
827,Limpieza dental,2024-10-23,09:00,45,80,194,Cancelada
828,Corte de uñas,2024-07-05,09:00,15,15,156,Cancelada
829,Baño para perros,2024-11-16,10:00,30,30,192,Cancelada
830,Limpieza dental,2024-09-06,10:00,45,80,211,Completada
831,Corte de uñas,2024-10-10,16:00,15,15,149,Cancelada
832,Corte de pelo,2024-10-05,09:00,60,50,159,Cancelada
833,Corte de pelo,2024-10-20,15:00,60,50,134,Completada
834,Spa,2024-07-17,10:00,60,230,119,Cancelada
835,Tratamiento de sarna,2024-09-19,10:00,45,190,201,Cancelada
836,Tratamiento de sarna,2024-07-29,12:00,45,190,180,Completada
837,Spa,2024-09-15,11:00,60,230,137,Cancelada
838,Corte de uñas,2024-10-10,11:00,15,15,118,Completada
839,Corte de pelo,2024-11-01,13:00,60,50,127,Cancelada
840,Corte de uñas,2024-09-02,12:00,15,15,127,Cancelada
841,Corte de uñas,2024-08-16,15:00,15,15,183,Completada
842,Corte de pelo,2024-07-25,10:00,60,50,133,Cancelada
843,Corte de uñas,2024-10-03,15:00,15,15,103,Completada
844,Limpieza dental,2024-08-28,16:00,45,80,143,Completada
845,Spa,2024-07-13,13:00,60,230,205,Cancelada
846,Tratamiento de sarna,2024-07-22,12:00,45,190,106,Cancelada
847,Spa,2024-11-06,11:00,60,230,155,Cancelada
848,Spa,2024-07-19,12:00,60,230,168,Cancelada
849,Spa,2024-07-05,16:00,60,230,173,Completada
850,Tratamiento de sarna,2024-09-07,16:00,45,190,169,Cancelada
851,Limpieza dental,2024-10-31,11:00,45,80,145,Completada
852,Spa,2024-09-30,13:00,60,230,188,Cancelada
853,Corte de uñas,2024-11-06,13:00,15,15,163,Cancelada
854,Corte de pelo,2024-07-14,12:00,60,50,112,Completada
855,Limpieza dental,2024-09-14,16:00,45,80,156,Completada
856,Baño para perros,2024-09-22,14:00,30,30,108,Cancelada
857,Corte de pelo,2024-08-15,11:00,60,50,115,Completada
858,Corte de pelo,2024-11-04,15:00,60,50,103,Completada
859,Spa,2024-09-20,14:00,60,230,106,Completada
860,Limpieza dental,2024-08-29,13:00,45,80,209,Completada
861,Baño para perros,2024-10-13,09:00,30,30,186,Cancelada
862,Spa,2024-07-04,13:00,60,230,141,Cancelada
863,Corte de pelo,2024-07-21,09:00,60,50,132,Completada
864,Corte de pelo,2024-08-12,10:00,60,50,172,Cancelada
865,Spa,2024-10-16,11:00,60,230,204,Cancelada
866,Corte de uñas,2024-11-10,10:00,15,15,125,Completada
867,Baño para perros,2024-11-12,09:00,30,30,190,Completada
868,Corte de pelo,2024-07-11,10:00,60,50,197,Cancelada
869,Tratamiento de sarna,2024-09-20,09:00,45,190,144,Cancelada
870,Corte de uñas,2024-07-02,11:00,15,15,164,Completada
871,Corte de uñas,2024-08-30,10:00,15,15,208,Completada
872,Limpieza dental,2024-11-13,14:00,45,80,130,Cancelada
873,Tratamiento de sarna,2024-10-19,09:00,45,190,178,Completada
874,Limpieza dental,2024-07-07,10:00,45,80,179,Cancelada
875,Corte de pelo,2024-09-12,14:00,60,50,135,Cancelada
876,Corte de pelo,2024-10-28,11:00,60,50,138,Cancelada
877,Spa,2024-07-17,12:00,60,230,117,Completada
878,Corte de uñas,2024-08-24,16:00,15,15,177,Cancelada
879,Limpieza dental,2024-07-31,14:00,45,80,210,Cancelada
880,Baño para perros,2024-07-18,11:00,30,30,121,Completada
881,Corte de uñas,2024-10-06,14:00,15,15,106,Completada
882,Limpieza dental,2024-10-22,09:00,45,80,178,Completada
883,Corte de pelo,2024-11-16,16:00,60,50,108,Cancelada
884,Baño para perros,2024-11-16,14:00,30,30,106,Completada
